,City,Country,Latitude,Longitude,Date,Max Temperature,Humidity,Cloud Coverage,Wind Speed
369,saint-pierre,RE,-21.3393,55.4781,1643876676,80.24,94,75,39.12
370,rio gallegos,AR,-51.6226,-69.2181,1643876676,46.45,71,75,8.05
371,lewistown,US,40.5992,-77.5714,1643876677,41.09,100,100,0.0
372,betare oya,CM,5.6,14.0833,1643876678,80.42,17,8,4.36
373,ondarroa,ES,43.3167,-2.4167,1643876678,43.93,71,93,7.81
374,gat,IL,31.61,34.7642,1643876642,67.41,42,0,12.33
375,quzhou,CN,28.9594,118.8686,1643876679,36.95,100,100,2.33
376,bozhou,CN,33.8772,115.7703,1643876680,44.85,31,100,4.97
377,tual,ID,-5.6667,132.75,1643876681,83.48,71,100,12.33
378,urumqi,CN,43.801,87.6005,1643876524,7.75,85,31,4.47
379,ixtapa,MX,20.7,-105.2,1643876682,65.23,90,1,3.0
380,sorland,NO,67.667,12.6934,1643876682,26.46,62,99,13.69
381,lasa,IT,46.6166,10.7002,1643876683,40.46,87,63,6.08
382,phalodi,IN,27.1333,72.3667,1643876684,70.79,30,0,19.62
383,henties bay,NA,-22.116,14.2845,1643876684,73.85,70,0,3.85
384,yenagoa,NG,4.9247,6.2642,1643876685,83.05,70,21,1.86
385,kieta,PG,-6.2167,155.6333,1643876686,80.65,86,100,12.66
386,palora,EC,-1.7,-77.9333,1643876687,63.63,92,58,3.98
387,vila franca do campo,PT,37.7167,-25.4333,1643876687,58.19,84,44,8.97
388,pokhvistnevo,RU,53.6524,52.1274,1643876688,32.77,99,100,13.67
389,zhangye,CN,38.9342,100.4517,1643876689,31.59,25,7,10.38
390,khorixas,NA,-20.3667,14.9667,1643876689,72.75,38,0,2.3
391,muhos,FI,64.808,25.9931,1643876690,-7.82,99,92,2.28
392,krasnoborsk,RU,61.5598,45.934,1643876691,18.75,94,81,4.72
393,geraldton,AU,-28.7667,114.6,1643876692,106.21,11,0,14.97
394,port hardy,CA,50.6996,-127.4199,1643876692,40.75,93,100,12.66
395,khani,GE,41.9563,42.9566,1643876693,53.17,85,62,8.23
396,warmbad,NA,-28.45,18.7333,1643876694,72.32,57,0,6.82
397,hailar,CN,49.2,119.7,1643876695,-9.17,92,24,5.01
398,delcevo,MK,41.9672,22.7694,1643876695,30.99,85,51,4.85
399,arkansas city,US,37.062,-97.0384,1643876696,15.42,85,100,17.27
400,melita,CA,49.2681,-100.9967,1643876697,-27.45,100,33,5.37
401,piuma,BR,-20.8378,-40.7219,1643876698,73.2,94,100,5.01
402,saint-joseph,RE,-21.3667,55.6167,1643876698,79.16,95,100,32.55
403,tomatlan,MX,19.9333,-105.25,1643876699,58.55,85,0,3.13
404,alenquer,BR,-1.9417,-54.7383,1643876700,75.54,92,100,2.53
405,port hedland,AU,-20.3167,118.5667,1643876700,91.45,31,100,8.05
406,misawa,JP,40.6836,141.3597,1643876701,27.61,74,25,13.82
407,taltal,CL,-25.4,-70.4833,1643876702,64.6,81,9,0.83
408,mehamn,NO,71.0357,27.8492,1643876703,22.91,92,20,9.22
409,compostela,PH,7.6731,126.0889,1643876703,75.94,86,100,3.13
410,artyom,AZ,40.4723,50.333,1643876704,57.34,61,95,25.14
411,hasaki,JP,35.7333,140.8333,1643876705,48.6,39,41,3.47
412,tocopilla,CL,-22.092,-70.1979,1643876706,67.82,73,9,8.79
413,mantua,IT,45.1667,10.7833,1643876706,46.27,85,15,1.99
414,dalby,AU,-27.1833,151.2667,1643876707,71.98,91,100,1.99
415,blytheville,US,35.9273,-89.919,1643876655,32.05,86,100,24.0
416,fukue,JP,32.6881,128.8419,1643876708,43.16,56,75,14.97
417,dukat,RU,62.55,155.55,1643876709,-14.33,74,6,7.96
418,seoul,KR,37.5683,126.9778,1643876709,33.19,31,0,11.5
419,itainopolis,BR,-7.4469,-41.4783,1643876710,71.29,61,97,2.64
420,uturoa,PF,-16.7333,-151.4333,1643876711,80.92,77,15,20.4
421,gazli,UZ,40.1333,63.45,1643876711,51.67,37,0,9.86
422,eliot,US,43.1531,-70.8001,1643876712,40.95,95,100,3.44
423,kalmunai,LK,7.4167,81.8167,1643876713,82.92,59,4,6.26
424,ust-nera,RU,64.5667,143.2,1643876714,-12.24,100,100,4.27
425,itarema,BR,-2.9248,-39.9167,1643876714,76.06,89,99,7.61
426,manokwari,ID,-0.8667,134.0833,1643876715,81.28,76,50,3.56
427,zhigansk,RU,66.7697,123.3711,1643876716,-29.81,100,15,3.44
428,khorinsk,RU,52.1657,109.7726,1643876716,-1.61,87,30,1.57
429,san cristobal,VE,7.7669,-72.225,1643876717,63.45,69,44,1.72
430,beringovskiy,RU,63.05,179.3167,1643876718,7.25,73,96,20.58
431,rawson,AR,-43.3002,-65.1023,1643876719,68.81,49,3,12.82
432,kuching,MY,1.55,110.3333,1643876719,87.22,70,40,11.5
433,omboue,GA,-1.5746,9.2618,1643876720,77.79,85,100,5.01
434,tocache,PE,-8.1842,-76.5125,1643876721,68.41,94,100,0.38
435,pangoa,PE,-12.1167,-73.0,1643876722,66.43,99,100,2.55
436,danielskuil,ZA,-28.1887,23.5395,1643876722,70.39,75,66,10.89
437,sabha,LY,27.0377,14.4283,1643876723,48.61,42,3,14.03
438,qui nhon,VN,13.7667,109.2333,1643876724,76.21,81,30,14.16
439,rahon,IN,31.05,76.1167,1643876678,51.78,91,100,8.75
440,seagoville,US,32.6396,-96.5383,1643876633,32.14,98,100,20.89
441,yumen,CN,40.2833,97.2,1643876725,28.65,35,26,7.18
442,fort nelson,CA,58.8053,-122.7002,1643876725,-9.81,70,100,8.05
443,torres,BR,-29.3353,-49.7269,1643876726,73.83,96,17,6.96
444,ngunguru,NZ,-35.6167,174.5,1643876727,71.17,90,76,11.56
445,tiznit,MA,29.5833,-9.5,1643876728,61.54,29,9,8.61
446,tadine,NC,-21.55,167.8833,1643876728,79.57,85,63,8.84
447,tuatapere,NZ,-46.1333,167.6833,1643876729,55.81,67,100,7.78
448,greenville,US,35.6127,-77.3663,1643876729,50.29,95,75,0.0
449,bowen,AU,-20.0167,148.2333,1643876730,77.22,78,71,11.68
450,malaya serdoba,RU,52.4661,44.9512,1643876731,32.7,100,100,3.09
451,neepawa,CA,50.2289,-99.4664,1643876731,-30.6,82,0,7.38
452,skegness,GB,53.1436,0.3363,1643876732,46.69,91,99,13.51
453,solwezi,ZM,-12.1688,26.3894,1643876733,65.48,95,98,1.23
454,kos,GR,36.8933,27.2889,1643876733,56.64,67,78,7.11
455,leningradskiy,RU,69.3833,178.4167,1643876734,-13.83,88,17,9.22
456,adrar,MR,20.5022,-10.0711,1643876735,59.56,18,0,10.98
457,springbok,ZA,-29.6643,17.8865,1643876736,64.98,55,20,2.3
458,lagunas,PE,-5.2269,-75.6753,1643876736,71.24,94,95,1.43
459,ostrovnoy,RU,68.0531,39.5131,1643876737,19.96,87,100,13.76
460,wembley,AU,-31.9333,115.8,1643876738,104.2,13,0,12.66
461,quatre cocos,MU,-20.2078,57.7625,1643876738,80.1,91,100,23.67
462,san vicente,AR,-26.6167,-54.1333,1643876739,66.06,90,73,2.73
463,tartagal,AR,-22.5164,-63.8013,1643876441,69.13,98,100,4.36
464,namwala,ZM,-15.7504,26.4384,1643876740,77.02,73,75,5.93
465,dzilam gonzalez,MX,21.2833,-88.9333,1643876741,70.7,96,4,7.23
466,partizansk,RU,43.1258,133.1339,1643876741,12.79,60,54,8.05
467,dalbandin,PK,28.8947,64.4101,1643876742,56.32,21,0,1.68
468,belaya gora,RU,68.5333,146.4167,1643876743,-29.42,100,35,1.23
469,jieshi,CN,22.8134,115.8257,1643876744,54.95,81,99,9.04
470,adre,TD,13.4667,22.2,1643876744,73.6,14,0,8.95
471,cavalcante,BR,-13.7975,-47.4583,1643876745,67.8,88,100,2.42
472,kiknur,RU,57.3034,47.2011,1643876746,17.55,94,100,2.68
473,batagay,RU,67.6333,134.6333,1643876746,-32.8,98,94,0.96
474,nurota,UZ,40.5614,65.6886,1643876747,50.09,29,0,0.98
475,ambilobe,MG,-13.2,49.05,1643876748,84.7,69,100,8.34
476,dingzhou,CN,38.5131,114.9956,1643876749,41.11,33,6,4.88
477,noyabrsk,RU,63.1994,75.4507,1643876749,20.23,94,100,14.79
478,saint-leu,RE,-21.15,55.2833,1643876451,79.63,90,100,18.66
479,lata,PT,40.1629,-8.3327,1643876750,43.05,73,100,2.04
480,nyurba,RU,63.2842,118.3319,1643876751,-19.77,99,100,3.22
481,okhotsk,RU,59.3833,143.3,1643876751,13.73,77,100,13.18
482,puerto leguizamo,CO,-0.1934,-74.7819,1643876752,71.56,85,88,1.21
483,hirna,ET,9.2167,41.1,1643876753,70.43,30,99,7.56
484,broome,US,42.2506,-75.833,1643876754,41.2,76,100,1.01
485,la ronge,CA,55.1001,-105.2842,1643876569,-25.38,75,0,4.61
486,media luna,CU,20.1419,-77.435,1643876754,71.01,88,2,10.29
487,moroni,KM,-11.7022,43.2551,1643876755,84.2,84,75,10.36
488,vila velha,BR,-20.3297,-40.2925,1643876541,75.15,97,75,2.3
489,solnechnyy,RU,50.7214,136.6319,1643876756,-2.31,100,100,2.08
490,prachuap khiri khan,TH,12.2167,99.75,1643876552,82.71,43,53,11.34
491,kruisfontein,ZA,-34.0033,24.7314,1643876757,72.88,68,100,10.36
492,teya,RU,60.3778,92.6267,1643876492,16.83,89,99,8.97
493,elizabeth city,US,36.2946,-76.2511,1643876758,48.22,94,100,8.05
494,biritiba-mirim,BR,-23.5698,-46.0407,1643876758,68.34,97,100,2.19
495,kimbe,PG,-5.5502,150.1429,1643876759,75.65,94,100,4.14
496,porto novo,BJ,6.4965,2.6036,1643876760,75.02,68,73,3.11
497,baracoa,CU,20.3467,-74.4958,1643876760,73.4,89,94,12.41
498,seka,TH,17.9285,103.9552,1643876761,86.02,48,44,0.63
499,olecko,PL,54.0337,22.507,1643876762,21.97,92,70,5.99
500,boke,GN,10.9409,-14.2967,1643876763,70.34,94,55,1.83
501,bojnurd,IR,37.4747,57.329,1643876763,46.35,39,0,4.61
502,riberalta,BO,-10.9833,-66.1,1643876764,70.11,98,81,2.06
503,dhemaji,IN,27.4833,94.5833,1643876765,73.31,40,22,4.92
504,meru,KE,0.0463,37.6559,1643876766,71.85,59,100,4.99
505,hereford,GB,52.0568,-2.7148,1643876766,47.34,94,98,7.05
506,banjar,ID,-8.19,114.9675,1643876767,85.91,59,6,2.93
507,acarau,BR,-2.8856,-40.12,1643876768,76.28,89,90,7.58
508,quang ngai,VN,15.1167,108.8,1643876768,76.23,78,83,9.73
509,praia da vitoria,PT,38.7333,-27.0667,1643876769,57.45,88,40,8.32
510,iquique,CL,-20.2208,-70.1431,1643876758,64.44,78,15,4.36
511,kincardine,GB,56.0667,-3.7167,1643876770,48.56,90,100,15.17
512,sioux lookout,CA,50.1001,-91.917,1643876771,-21.62,83,0,2.3
513,norden,DE,53.6,7.2,1643876771,46.94,96,100,16.44
514,santa cruz del sur,CU,20.7147,-77.9956,1643876772,71.91,86,1,12.73
515,srednekolymsk,RU,67.45,153.6833,1643876773,-31.76,100,98,2.04
516,khuldabad,IN,20.05,75.1833,1643876773,81.64,17,16,16.35
517,dubbo,AU,-32.25,148.6167,1643876774,77.13,36,0,13.8
518,zhanaozen,KZ,43.3,52.8,1643876775,49.95,39,29,25.57
519,bereda,ES,43.2686,-7.5406,1643876775,47.95,97,99,2.17
520,bara,NG,10.3744,10.7288,1643876776,72.72,12,52,11.95
521,margate,GB,51.3813,1.3862,1643876777,46.96,85,100,4.0
522,pemba,MZ,-12.974,40.5178,1643876778,88.5,66,20,5.75
523,belyy yar,RU,53.6039,91.3903,1643876778,-2.31,71,74,4.47
524,kirillov,RU,59.863,38.3813,1643876779,21.13,95,95,3.94
525,vanavara,RU,60.34,102.2797,1643876780,11.8,94,100,4.41
526,wilmington,US,34.2257,-77.9447,1643876780,56.86,89,75,4.61
527,opuwo,NA,-18.0607,13.84,1643876781,75.7,33,20,2.98
528,sokolo,ML,14.7328,-6.1219,1643876782,65.46,17,19,10.96
529,kon tum,VN,14.35,108.0,1643876783,87.49,38,79,6.31
530,buckeye,US,33.3703,-112.5838,1643876679,50.83,14,0,11.5
531,leh,IN,34.1667,77.5833,1643876783,17.33,86,100,1.92
532,luban,PL,51.1201,15.2877,1643876784,39.04,82,100,7.61
533,shumskiy,RU,54.8318,99.1328,1643876785,13.8,86,99,1.21
534,takoradi,GH,4.8845,-1.7554,1643876786,80.4,73,7,3.69
535,bella union,UY,-30.2752,-57.6007,1643876786,77.02,37,7,7.81
536,kailua,US,21.4022,-157.7394,1643876544,73.74,76,75,9.22
537,myitkyina,MM,25.3833,97.4,1643876787,75.56,35,13,1.28
538,botwood,CA,49.1499,-55.3482,1643876788,28.9,83,96,13.76
539,lochem,NL,52.1592,6.4111,1643876788,47.32,88,100,14.79
540,karasburg,NA,-28.0167,18.75,1643876789,70.2,57,0,4.05
541,inhambane,MZ,-23.865,35.3833,1643876790,89.58,62,20,4.61
542,ures,MX,29.4333,-110.4,1643876791,48.7,16,0,3.58
543,port-cartier,CA,50.0334,-66.8654,1643876505,30.42,97,100,10.16
544,nelson bay,AU,-32.7167,152.15,1643876791,69.96,89,72,4.0
545,parana,AR,-31.732,-60.5238,1643876792,74.57,80,95,9.24
546,college,US,64.8569,-147.8028,1643876793,-6.14,68,0,4.61
547,saint-augustin,CA,51.226,-58.6502,1643876794,30.0,96,100,18.92
548,bouar,CF,5.934,15.596,1643876794,79.11,15,6,9.22
549,tres arroyos,AR,-38.3739,-60.2798,1643876795,65.37,86,100,4.85
550,sibolga,ID,1.7427,98.7792,1643876796,82.17,79,81,2.91
551,ozinki,RU,51.1786,49.6769,1643876796,32.14,95,100,17.36
552,flin flon,CA,54.7682,-101.865,1643876797,-22.14,89,15,8.08
553,juegang,CN,32.3174,121.1855,1643876798,46.9,54,100,9.64
554,manadhoo,MV,5.7667,73.3833,1643876799,81.48,70,18,4.5
555,piro,IN,25.3333,84.4167,1643876799,76.82,39,2,11.3
556,palimbang,PH,6.2106,124.1894,1643876800,79.52,80,100,3.6
557,muzhi,RU,65.3667,64.6667,1643876801,-7.73,97,34,3.06
558,dhankuta,NP,26.9833,87.3333,1643876801,57.38,47,87,5.37
559,fort-shevchenko,KZ,44.5086,50.263,1643876802,48.54,50,8,25.46
560,shelburne,CA,44.0787,-80.2041,1643876803,23.18,94,100,13.13
561,tambilil,PH,5.9622,124.6697,1643876804,80.17,77,100,3.53
562,san buenaventura,MX,27.0833,-101.5333,1643876804,48.47,61,100,7.09
563,caririacu,BR,-7.0422,-39.2836,1643876805,69.89,88,20,0.0
564,katsuura,JP,35.1333,140.3,1643876697,50.18,44,84,2.13
565,puerto del rosario,ES,28.5004,-13.8627,1643876806,67.68,55,0,3.44
566,ust-omchug,RU,61.15,149.6333,1643876806,-11.87,99,100,7.49
567,hamilton,US,39.1834,-84.5333,1643876617,35.64,95,100,4.0
568,byron bay,AU,-28.65,153.6167,1643876807,71.55,92,100,18.68
569,point pedro,LK,9.8167,80.2333,1643876808,80.1,57,21,4.32
570,thabazimbi,ZA,-24.5917,27.4116,1643876809,83.21,42,29,7.07
571,goderich,CA,43.7501,-81.7165,1643876810,24.91,86,100,8.05
572,atambua,ID,-9.1061,124.8925,1643876810,77.29,83,91,7.05
573,evensk,RU,61.95,159.2333,1643876811,21.2,37,4,29.59
574,murray,US,40.6669,-111.888,1643876812,21.81,64,0,8.99
575,dhone,IN,15.4167,77.8833,1643876812,88.05,30,6,7.83
576,namatanai,PG,-3.6667,152.4333,1643876813,77.76,86,100,11.03
577,nara,JP,34.6851,135.8049,1643876814,45.77,46,100,11.34
578,wahiawa,US,21.5028,-158.0236,1643876815,70.47,77,0,4.21
579,uusikaupunki,FI,60.8004,21.4084,1643876815,9.12,93,73,1.59
